period,value
2008.1,0.0
2008.2,0.0
2008.3,0.0
2008.4,0.0
2009.1,0.001968482104715452
2009.2,0.001968482104715452
2009.3,0.001968482104715452
2009.4,0.001968482104715452
2010.1,0.0021415798799309105
2010.2,0.0021415798799309105
2010.3,0.0021415798799309105
2010.4,0.0021415798799309105
2011.1,0.03210251785983731
2011.2,0.03210251785983731
2011.3,0.03210251785983731
2011.4,0.03210251785983731
2012.1,0.05716702480551916
2012.2,0.05716702480551916
2012.3,0.05716702480551916
2012.4,0.05716702480551916
2013.1,0.10009931782723669
2013.2,0.10009931782723669
2013.3,0.10009931782723669
2013.4,0.10009931782723669
2014.1,0.12578197460814433
2014.2,0.12578197460814433
2014.3,0.12578197460814433
2014.4,0.12578197460814433
2015.1,0.11920874117212765
2015.2,0.11920874117212765
2015.3,0.11920874117212765
2015.4,0.11920874117212765
2016.1,0.1234010369377363
2016.2,0.1234010369377363
2016.3,0.1234010369377363
2016.4,0.1234010369377363
2017.1,0.16926319063118345
2017.2,0.16926319063118345
2017.3,0.16926319063118345
2017.4,0.16926319063118345
2018.1,0.19698766145557856
2018.2,0.19698766145557856
2018.3,0.19698766145557856
2018.4,0.19698766145557856
2019.1,0.23119353539364207
2019.2,0.23119353539364207
2019.3,0.23119353539364207
2019.4,0.23119353539364207
2020.1,0.27494996454530685
2020.2,0.27494996454530685
2020.3,0.27494996454530685
2020.4,0.27494996454530685
2021.1,0.2657187297311121
2021.2,0.2657187297311121
2021.3,0.2657187297311121
2021.4,0.2657187297311121
2022.1,0.3822631465660111
2022.2,0.3822631465660111
2022.3,0.3822631465660111
2022.4,0.3822631465660111
2023.1,0.3822631465660111
2023.2,0.3822631465660111
2023.3,0.3822631465660111
2023.4,0.3822631465660111
2024.1,0.3822631465660111
2024.2,0.3822631465660111
2024.3,0.3822631465660111
2024.4,0.3822631465660111
2025.1,0.3822631465660111
2025.2,0.3822631465660111
2025.3,0.3822631465660111
2025.4,0.3822631465660111
2026.1,0.3822631465660111
2026.2,0.3822631465660111
2026.3,0.3822631465660111
2026.4,0.3822631465660111
2027.1,0.3822631465660111
2027.2,0.3822631465660111
2027.3,0.3822631465660111
2027.4,0.3822631465660111
2028.1,0.3822631465660111
2028.2,0.3822631465660111
2028.3,0.3822631465660111
2028.4,0.3822631465660111
2029.1,0.3822631465660111
2029.2,0.3822631465660111
2029.3,0.3822631465660111
2029.4,0.3822631465660111
